initial_company_name,original_company_name,parent_company,parent_company_country,industry_naics_3_digit,industry_naics_4_digit,industry_naics_5_digit,revenue_2023_usd
J.K.P.PHAKDEECHAROEN COMPANY LIMITED,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
J.P. Morgan (S.E.A.) Limited,Not Available,JPMorgan Chase & Co.,USA,"523 - Securities, Commodity Contracts, and Other Financial Investments and Related Activities",5231 - Securities and Commodity Contracts Intermediation and Brokerage,523110 - Investment Banking and Securities Dealing,"163,000 M"
Jack Link's Beef Jerky,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Japan Pulp & Paper Company,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Jay Mart,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Jet Micro Corporation,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
JJ FOAM & TAPE COMPANY LIMITED,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
JK RISK MANAGEMENT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
John D Wood,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Johns Hopkins University,Not Available,Not Applicable,Not Applicable,611 - Educational Services,"6113 - Colleges, Universities, and Professional Schools","61131 - Colleges, Universities, and Professional Schools",Not Available
"JPMorgan Chase Bank, N.A.-TOKYO BRANCH",Not Available,JPMorgan Chase & Co.,USA,522 - Credit Intermediation and Related Activities,5221 - Depository Credit Intermediation,52211 - Commercial Banking,Not Available
Kakao Games Europe B.V.,Not Available,Not Available,Not Available,"711 - Performing Arts, Spectator Sports, and Related Industries","7113 - Promoters of Performing Arts, Sports, and Similar Events",71133 - Music Groups and Artists,Not Available
Kakao Games USA Inc.,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Kaltex,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Kansai Paint America,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Karam Solar,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Karl Schmidt Spedition GmbH & Co. KG,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
KARL STORZ,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Kedrion Biopharma,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Kenco,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Kersia,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
KEYENCE,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"Kinder Systems, Inc.",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
KINECTED SOLUTIONS LTD,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Kingfisher Information Technology,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
KISS NAIL PRODUCTS INC,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Kito Crosby,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
KITZ,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Klöckner & Co,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Kohout,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Konica Minolta,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Konijn Bouwmachines BV,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Korean Consulate General-Education Ctr,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Kovo Kasejovice Mont,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Krotrans Gesellschaft fur Logistikdien,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
KSC,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Kuwait Food Co. Americana L.L.C.,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"KW INTERNATIONA, INC.",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"Kwangjin America, Inc.",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Kyungdong Polyum,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
LABORSING UK SAFETY PRODUCTS LIMITE,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
LAMAIGNERE CARGO COLOMBIA S.A.S,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
LANDERS Y CIA S.A.S.,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Langrand,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Lapp Systems,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Lavazza Professional,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
LAVR,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"LCS Transport Co.,Ltd",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
LDC Group,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"LEEWOO SOLUTION AMERICA, CORP",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Leo Xpress L.P,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Lesaffre,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Lg Hausys,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
LGMG,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"Library Automation Technologies, Inc.",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Liederbacher Building Decoration,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Ligabue Group,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Lippert Components,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"LivMor, Inc",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Log Services,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
London International Exhibition Centre,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
LPP,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
LS ELEKTRIK SANAYI TICARET LIMITED SIRKETI,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Lumiad,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"MAC Business Solutions, INC",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
MACO Group,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Maison Kose,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
MANE,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Mantero Sistemi SRL,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
MANTIK KMYA SAN. VE TC.LTD.T,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
MAPAS HIRDAVATILIK ITHALAT VE PAZARLAMA A.S.,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Marian,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Marine Nationale,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Marionnaud,Not Available,CK Hutchison Holdings Limited,Hong Kong,446 - Health and Personal Care Stores,4461 - Health and Personal Care Stores,"44612 - Cosmetics, Beauty Supplies, and Perfume Stores",Not Available
"MARIUS PEDERSEN, A.S.",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Martin Gogoll Transporte,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Marudai Foods,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Maruichi,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
MAS (Mobile Account Solutions),Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
MASSAS ALIMENTICIAS DA ROZ LTDA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Massimiliano,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
MATIZOL Polska,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Maxi Miliaan B.V,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Maxsip Corporation,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Mayorsa,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Mazuin Fosses,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
MBA GREEN,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
MCM TRAILER SERVICES INC,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
MD Health RX Solutions LLC (OnMed),Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
MEDIO LIMON EXHIBIDORES SAS,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Medios,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Megamark,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Melrose,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Menasha Corporation,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Mentore.AI,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"Meridian Kiosks, LLC",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Merit Automotive Electronics,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Metallus,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Metals USA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
METROKIA S.A.,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Metropolitan Health Services,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Meyer,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Michelin,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Midas Safety,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
MIG,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
MIHRIGUL ESLIK,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Miltec,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Ministerium des Innern des Landes NRW,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
MIQ Logistics,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Mitsubishi Paper Mills,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
MM,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Mobco BVBA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"Mobelisk Group, LLC.",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Mobilise IT Pty Ltd,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Mobility Ado,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"Mobility Consulting Group, LLC",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"Mobility Exchange, LLC.",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"Modell's, Inc.",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
ModernHouse,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Mokter,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Momar,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Morgan Southern Inc.,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
MORINAGA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Morning Star,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Motor Oil (Hellas),Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Motores y maquinas S.A BIC,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"MOTOTV Networks, LLC",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
MSB CORPORATION,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
MsDigital,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
MU MECANICOS UNIDOS S.A.S.,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Multicenter,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
MULTIDIMENSONALES SAS,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Mundipharma International,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
MUNICÍPIO DO PORTO,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Mutex,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Mutual Materials,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
MVV Energie,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Mycon Kft.,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Mycron Steel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
N Agency,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
NAGASE & CO.,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Nagév Rács Kft.,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"NASAN HCM VIET NAM CO., LTD",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
National Beverage,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Nattura Laboratorios SA DE CV,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Navico Group,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Nebius Group,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"Neofect USA, Inc",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Neovia Logistics,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
NETA KLIMA SIST. INS. TUR. SAN. TIC. LTD. STI.,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
New Era Technology PA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
New Tech Solution,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
New Zealand National Logistics Limited,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
New-Watson Door's Industry,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Nexi,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Nexien Inc.,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
NEXT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
NEXT HARDWARE & SOFTWARE SPA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
NHS Provide,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Nibler GmbH Fernleitungsbau,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Nice LMS Hungary Kft.,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Nigeria Minstry of Defence,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
NISSAN MANUFACTURING RUS LLC,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Croda,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Cuprum,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Cushman & Wakefield,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Cypad,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Cypress Semiconductor Corporations,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
D.A.S. Rechtsschutz,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Daehan Flour Co.,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Dah Chong Hong,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Daiken,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Daikokuten Bussan,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
DaikyoNishikawa,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Daitomo Parts,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Dalli Group,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Damm,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Danske Fragtmænd,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Danwood Limited,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Darigold,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
DATAXOOM CORP,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
DAYOU WINIA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
DCH Auriga,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Deinzer GmbH,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
DELLY KOSMETIC COMERCIO E INDUSTRIA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Delton Pipe Kft.,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
DEMIT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Denso Manufactoring Arkansas,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Department of Agriculture of the East Ka,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Department of Veterinary in Aktobe regio,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"DESIGN COMMUNICATIONS, LTD.",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Destil B.V.,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Device Technology,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"Digital Satellites, LLC",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
DIGITMARKET - Sistemas de Informação SA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
DirecTech,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"DirecTech, LLC",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
DISCO,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
DiversiTEch Corporation,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
DMK Group,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
DOGAN DAYANIKLI TUK. MAL. LTD. STI.,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Dokutrend GmbH,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Dolby Laboratories,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
DON,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
DONG-A INDIA AUTOMOTIVE PRIVATE LIMITED,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Dorman Products,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Dotcom Distribution,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Double Stone Steel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Dowlais,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Dr Max,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Dräger,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Drax Group,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
DRK Aksesuar ve iletisim hizmetleri,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
DRKUMO INC.,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
DSN s.r.o.,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"DSV SOLUTIONS CO., LTD.",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
DULCES LA AMERICANA S.A.S.,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
E8E,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Earth Corporation,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
EasyJet,,,,,,,
Eberspaecher Vecture,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
ECO GLOBAL TRADING COMPANY LIMITED,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
ECOMSUR S.A.,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Econoparts,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
EDWARDS KOREA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
EFP OPERATIONS MEXICANA SA DE CV,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Egyptian Co. For International Touristic,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Eiglu,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Eilbote Kurierdienst,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
e-Jumbo,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Eldorado,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Elm,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
ELO Group,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
ElringKlinger Logistic Service,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
EM OCEAN DENIZCILIK ULUSLARARASI TASIMACILIK VE DIS TICARET LIMITED SIRKET,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Empeller IT Solutions L.L.C,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
EMPRESA DE TRANSPORTES GAMBOA LTDA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
EMS,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
ENSERCH,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"Epoch Concepts, LLC",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Erste Group Bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
ERTUG REKLAM SAN. VE TIC. A..,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Eschweger Klosterbrauerei,Not Available,Not Available,Not Available,312 - Beverage Manufacturing,3121 - Beverage Manufacturing,31212 - Breweries,Not Available
eSquared Communications Consulting,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Essity Hygiene and Health AB,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"Estes Express Lines, Inc",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
ESZAK UVERT Kft.,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Ethara,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Etland Corporation,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Euro,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
EURO AS ZEMIN ÜRÜLERI TIC. LTD. STI,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Euro Bake,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Euro Cargo Logistik GmbH,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Eurocash Dystrybucja,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Euroinvestment,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
EVDUZ AVM TUZ NAKLIYE OTO YAKIT INS TURZSAN VE TIC LTD STI,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
evercos,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Evint GmbH,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
EX BC,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Excell,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"Excellus Communications, LLC.",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
EXFO,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Experts Supplies & Technical Services,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Expivi,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
EXPORTSOBERANA S.A.S.,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
EYEONIX S.A.,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
F&D NET,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
F.C.C.,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
FarmaCopr,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Farmazona,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
FAVORITE FRIED CHICKEN LIMITED,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Federated Innovation Network,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Fedex (Federal Express Corporation),,,,,,,
Feed One,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Felix Schoeller,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
FerrAl United,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
FFF Enterprises,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
FFG,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
FGF Brands,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Fiat Chrysler Automobiles USA,Not Available,Stellantis N.V.,Netherlands,336 - Transportation Equipment Manufacturing,3361 - Motor Vehicle Manufacturing,33611 - Automobile and Light Duty Motor Vehicle Manufacturing,"189,071 M"
FIMACA COLOMBIA S.A.S.,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"Firefly IT Asset Recovery, Inc.",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Fitzmark,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Fleet Wholesale Supply Co.,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Fleischerei & Catering Neubauer,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
FLOW PILOTS CVBA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
FM Logistic,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
FOD Justitie - SPF Justice,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Forto Logistics GmbH & Co KG,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
FP,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
FR Transport,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
France Systèmes,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
